WORD,POS,FREQ,RANK
鳥叫,Na,5, 96.11
魚體,Na,5, 96.11
章魚,Na,5, 96.11
雪茄,Na,5, 96.11
雀鷹,Na,5, 96.11
雀科,Na,5, 96.11
陷井,Na,5, 96.11
陶罐,Na,5, 96.11
陶瓷史,Na,5, 96.11
陶瓷片,Na,5, 96.11
陰道鏡,Na,5, 96.11
陰核,Na,5, 96.11
陸路,Na,5, 96.11
陵,Na,5, 96.11
野孩子,Na,5, 96.11
野生地,Na,5, 96.11
野台戲,Na,5, 96.11
野牛,Na,5, 96.12
野心家,Na,5, 96.12
都民,Na,5, 96.12
造反派,Na,5, 96.12
連線,Na,5, 96.12
連,Na,5, 96.12
通話人,Na,5, 96.12
通訊業,Na,5, 96.12
責任制,Na,5, 96.12
許可制,Na,5, 96.12
袖口,Na,5, 96.12
蚵仔,Na,5, 96.12
蛇籠,Na,5, 96.12
蛇類,Na,5, 96.12
蛇粉,Na,5, 96.12
莫耳,Nf,5, 96.12
船體,Na,5, 96.12
脣,Na,5, 96.12
習,Na,5, 96.12
羞辱感,Na,5, 96.12
組織體,Na,5, 96.12
組合法,Na,5, 96.12
細菌性,Na,5, 96.12
細流,Na,5, 96.13
細目,Na,5, 96.13
統戰,Na,5, 96.13
硫,Na,5, 96.13
疏離感,Na,5, 96.13
異議性,Na,5, 96.13
異見,Na,5, 96.13
異,Na,5, 96.13
畢業典禮,Na,5, 96.13
產程,Na,5, 96.13
產假,Na,5, 96.13
產品面,Na,5, 96.13
甜甜圈,Na,5, 96.13
現值,Na,5, 96.13
現代版,Na,5, 96.13
理學家,Na,5, 96.13
球狀,Na,5, 96.13
球衣,Na,5, 96.13
爽身粉,Na,5, 96.13
深藍,Na,5, 96.13
深宅大院,Na,5, 96.13
涵管,Na,5, 96.13
淵藪,Na,5, 96.13
混合林,Na,5, 96.13
淋巴結,Na,5, 96.13
淋巴,Na,5, 96.13
清譽,Na,5, 96.13
清福,Na,5, 96.13
清湯,Na,5, 96.13
清規,Na,5, 96.13
淺藍,Na,5, 96.13
淺層,Na,5, 96.13
添加物,Na,5, 96.13
涼鞋,Na,5, 96.13
氫彈,Na,5, 96.13
毬果,Na,5, 96.13
條塊,Na,5, 96.13
梅子,Na,5, 96.13
梆子,Na,5, 96.13
棄民圖,Na,5, 96.13
桶子,Na,5, 96.14
桿狀,Na,5, 96.14
晨報,Na,5, 96.14
旋渦,Na,5, 96.14
族類,Na,5, 96.14
斜陽,Na,5, 96.14
敏銳度,Na,5, 96.14
敗筆,Na,5, 96.14
教鞭,Na,5, 96.14
教育廳長,Na,5, 96.14
排鼓,Na,5, 96.14
排氣管,Na,5, 96.14
排度法,Na,5, 96.14
排長,Na,5, 96.14
採購法,Na,5, 96.14
採蓮謠,Na,5, 96.14
推車,Na,5, 96.14
推力,Na,5, 96.14
掛號信,Na,5, 96.14
接合點,Na,5, 96.14
探險隊,Na,5, 96.14
探測機,Na,5, 96.14
探戈,Na,5, 96.14
捲髮,Na,5, 96.14
情思,Na,5, 96.14
情字,Na,5, 96.14
得獎人,Na,5, 96.14
得票數,Na,5, 96.14
彩霞,Na,5, 96.14
彩蝶,Na,5, 96.14
彩畫,Na,5, 96.14
強震,Na,5, 96.14
強光,Na,5, 96.14
張派,Na,5, 96.14
帳簿,Na,5, 96.15
常軌,Na,5, 96.15
常民,Na,5, 96.15
常,Na,5, 96.15
崖壁,Na,5, 96.15
專利網,Na,5, 96.15
密雲,Na,5, 96.15
密探,Na,5, 96.15
密林,Na,5, 96.15
密友,Na,5, 96.15
密,Na,5, 96.15
娼妓,Na,5, 96.15
執行檔,Na,5, 96.15
基因庫,Na,5, 96.15
堆棧,Na,5, 96.15
堆肥,Na,5, 96.15
國樂器,Na,5, 96.15
國貿,Na,5, 96.15
國貨,Na,5, 96.15
國術會,Na,5, 96.15
國統綱領,Na,5, 96.15
國音,Na,5, 96.15
國文課,Na,5, 96.15
國手級,Na,5, 96.15
國女組,Na,5, 96.15
唱將,Na,5, 96.15
商販,Na,5, 96.15
商工,Na,5, 96.15
參與率,Na,5, 96.15
參軍長,Na,5, 96.15
參事,Na,5, 96.15
參考類,Na,5, 96.15
動武案,Na,5, 96.15
副官,Na,5, 96.16
副本,Na,5, 96.16
偏微分,Na,5, 96.16
偵察機,Na,5, 96.16
健兒,Na,5, 96.16
假話,Na,5, 96.16
假人,Na,5, 96.16
乾品,Na,5, 96.16
鬼故事,Na,5, 96.16
高標準,Na,5, 96.16
高爾夫球賽,Na,5, 96.16
高壽,Na,5, 96.16
高速度,Na,5, 96.16
高球場,Na,5, 96.16
高教司長,Na,5, 96.16
高強度,Na,5, 96.16
高亮度,Na,5, 96.16
高招,Na,5, 96.16
高尿酸,Na,5, 96.16
高低音,Na,5, 96.16
高考,Na,5, 96.16
高成本,Na,5, 96.16
高危險群,Na,5, 96.16
高分子,Na,5, 96.16
骨牌,Na,5, 96.16
骨盆,Na,5, 96.16
馬蹄,Na,5, 96.16
飢荒,Na,5, 96.16
陣式,Na,5, 96.16
院門,Na,5, 96.16
院系,Na,5, 96.16
針葉樹,Na,5, 96.16
針葉,Na,5, 96.16
酒齡,Na,5, 96.16
酒菜,Na,5, 96.16
酒氣,Na,5, 96.16
酒香,Na,5, 96.16
逃犯,Na,5, 96.17
退路,Na,5, 96.17
送紙匣,Na,5, 96.17
躬,Na,5, 96.17
起訴書,Na,5, 96.17
財權,Na,5, 96.17
訓練法,Na,5, 96.17
記事本,Na,5, 96.17
茶樣,Na,5, 96.17
茶會,Na,5, 96.17
茶宴,Na,5, 96.17
茶房,Na,5, 96.17
茶匣,Na,5, 96.17
草繩,Na,5, 96.17
草書,Na,5, 96.17
荒煙,Na,5, 96.17
航海家,Na,5, 96.17
航約,Na,5, 96.17
航太,Na,5, 96.17
臭水溝,Na,5, 96.17
脊樑,Na,5, 96.17
胴體,Na,5, 96.17
脂,Na,5, 96.17
耕牛,Na,5, 96.17
紙包,Na,5, 96.17
紐幣,Na,5, 96.17
素菜,Na,5, 96.17
笑柄,Na,5, 96.17
秤,Na,5, 96.17
神權,Na,5, 96.17
神藥,Na,5, 96.17
祖籍,Na,5, 96.17
祖輩,Na,5, 96.17
祖孫,Na,5, 96.17
祕方,Na,5, 96.17
真實感,Na,5, 96.18
病容,Na,5, 96.18
病苦,Na,5, 96.18
疾風,Na,5, 96.18
留白,Na,5, 96.18
畜產,Na,5, 96.18
畜生,Na,5, 96.18
特定人,Na,5, 96.18
烈女,Na,5, 96.18
涅槃,Na,5, 96.18
浮板,Na,5, 96.18
海輪,Na,5, 96.18
海葵,Na,5, 96.18
海帶,Na,5, 96.18
海茄苳,Na,5, 96.18
海星,Na,5, 96.18
消費力,Na,5, 96.18
消毒水,Na,5, 96.18
消夜,Na,5, 96.18
浪漫派,Na,5, 96.18
浪子,Na,5, 96.18
泰斗,Na,5, 96.18
氨氣,Na,5, 96.18
氣韻,Na,5, 96.18
桃花林,Na,5, 96.18
桌巾,Na,5, 96.18
根莖,Na,5, 96.18
核爆,Na,5, 96.18
校訓,Na,5, 96.18
校風,Na,5, 96.18
校,Na,5, 96.18
書海,Na,5, 96.18
書表,Na,5, 96.18
書冊,Na,5, 96.18
時間性,Na,5, 96.18
時報,Na,5, 96.18
時空觀,Na,5, 96.18
旅遊,Na,5, 96.18
旅行支票,Na,5, 96.18
捕獸器,Na,5, 96.19
振幅,Na,5, 96.19
拳法,Na,5, 96.19
扇面,Na,5, 96.19
恩賜金,Na,5, 96.19
恩恩怨怨,Na,5, 96.19
恩人,Na,5, 96.19
恐怖片,Na,5, 96.19
弱勢股,Na,5, 96.19
師院生,Na,5, 96.19
師恩,Na,5, 96.19
師兄弟,Na,5, 96.19
宵禁,Na,5, 96.19
宵,Na,5, 96.19
宮女,Na,5, 96.19
家當,Na,5, 96.19
家族史,Na,5, 96.19
孫兒女,Na,5, 96.19
娘子軍,Na,5, 96.19
套匣,Na,5, 96.19
唇線筆,Na,5, 96.19
唇筆,Na,5, 96.19
唇舌,Na,5, 96.19
哲思,Na,5, 96.19
唐白鷺,Na,5, 96.19
原班人馬,Na,5, 96.19
原子爐,Na,5, 96.19
匪諜,Na,5, 96.19
冥誕,Na,5, 96.19
冤獄,Na,5, 96.19
冤屈,Na,5, 96.19
候,Na,5, 96.20
個別股,Na,5, 96.20
倦容,Na,5, 96.20
倍革胡,Na,5, 96.20
香腸族,Na,5, 96.20
首尾,Na,5, 96.20
食鐵獸,Na,5, 96.20
飛鏢,Na,5, 96.20
風燭殘年,Na,5, 96.20
風濕,Na,5, 96.20
風燈,Na,5, 96.20
風寒,Na,5, 96.20
風致,Na,5, 96.20
風紀,Na,5, 96.20
風花雪月,Na,5, 96.20
風兒,Na,5, 96.20
音速,Na,5, 96.20
面紙,Na,5, 96.20
重貼現率,Na,5, 96.20
重兵,Na,5, 96.20
軍醫,Na,5, 96.20
軍火庫,Na,5, 96.20
計策,Na,5, 96.20
要義,Na,5, 96.20
衍生物,Na,5, 96.20
苞塊,Na,5, 96.20
苔,Na,5, 96.20
英豪,Na,5, 96.20
英華,Na,5, 96.20
英文字,Na,5, 96.20
茉莉花,Na,5, 96.20
苦酒,Na,5, 96.20
苦差事,Na,5, 96.20
苦果,Na,5, 96.20
苦味,Na,5, 96.20
茅坑,Na,5, 96.20
致,Na,5, 96.21
胡人,Na,5, 96.21
胃出血,Na,5, 96.21
耐久性,Na,5, 96.21
美孚燈,Na,5, 96.21
紀事,Na,5, 96.21
紅褐色,Na,5, 96.21
紅毯,Na,5, 96.21
紅酒,Na,5, 96.21
紅娘,Na,5, 96.21
紅茄苳,Na,5, 96.21
紅人,Na,5, 96.21
突發性,Na,5, 96.21
突出物,Na,5, 96.21
穿越球,Na,5, 96.21
穿越性,Na,5, 96.21
穿法,Na,5, 96.21
穿山甲,Na,5, 96.21
秋意,Na,5, 96.21
科儀,Na,5, 96.21
科技島,Na,5, 96.21
研究案,Na,5, 96.21
研一,Na,5, 96.21
看護,Na,5, 96.21
眉墨,Na,5, 96.21
眉宇,Na,5, 96.21
相爺,Na,5, 96.21
相思林,Na,5, 96.21
盃,Na,5, 96.21
盆子,Na,5, 96.21
皇親國戚,Na,5, 96.21
玻纖,Na,5, 96.21
珊瑚群,Na,5, 96.21
牲禮,Na,5, 96.21
炮台,Na,5, 96.21
派典,Na,5, 96.21
活動營,Na,5, 96.22
洗碗機,Na,5, 96.22
洞窟,Na,5, 96.22
流質,Na,5, 96.22
流俗,Na,5, 96.22
流行風,Na,5, 96.22
流年,Na,5, 96.22
流向,Na,5, 96.22
洪荒,Na,5, 96.22
洋流,Na,5, 96.22
毒彈,Na,5, 96.22
毒販,Na,5, 96.22
毒理學,Na,5, 96.22
毒液,Na,5, 96.22
段,Na,5, 96.22
殃,Na,5, 96.22
柏,Na,5, 96.22
枸杞子,Na,5, 96.22
查勘員,Na,5, 96.22
架次,Na,5, 96.22
柱式,Na,5, 96.22
星期,Nf,5, 96.22
春意,Na,5, 96.22
春色,Na,5, 96.22
故事性,Na,5, 96.22
政策面,Na,5, 96.22
政情,Na,5, 96.22
政治秀,Na,5, 96.22
政治史,Na,5, 96.22
指導員,Na,5, 96.22
拼音,Na,5, 96.22
急病,Na,5, 96.22
思考力,Na,5, 96.22
後記,Na,5, 96.22
後勁,Na,5, 96.22
後生,Na,5, 96.22
後台,Na,5, 96.22
律師團,Na,5, 96.23
建築學,Na,5, 96.23
建築物群,Na,5, 96.23
度規,Na,5, 96.23
幽香,Na,5, 96.23
客艙,Na,5, 96.23
客層,Na,5, 96.23
客貨運,Na,5, 96.23
室內樂團,Na,5, 96.23
宣誓書,Na,5, 96.23
宣傳單,Na,5, 96.23
宣傳部長,Na,5, 96.23
姻親,Na,5, 96.23
咫尺,Na,5, 96.23
哈欠,Na,5, 96.23
品相,Na,5, 96.23
品保,Na,5, 96.23
品行,Na,5, 96.23
厚利,Na,5, 96.23
厚生會,Na,5, 96.23
南投縣人,Na,5, 96.23
南瓜,Na,5, 96.23
勁道,Na,5, 96.23
勁度,Na,5, 96.23
勇者,Na,5, 96.23
前總統,Na,5, 96.23
冠狀動脈性,Na,5, 96.23
俄文,Na,5, 96.23
俗名,Na,5, 96.23
保護膜,Na,5, 96.23
保護神,Na,5, 96.23
保證函,Na,5, 96.23
保證人,Na,5, 96.23
保險閥,Na,5, 96.23
保險單,Na,5, 96.23
保溫杯,Na,5, 96.23
保特瓶,Na,5, 96.23
俠士,Na,5, 96.23
便道,Na,5, 96.23
信託,Na,5, 96.24
非種子,Na,5, 96.24
青綠色,Na,5, 96.24
青梅竹馬,Na,5, 96.24
青年組,Na,5, 96.24
雨滴,Na,5, 96.24
附加費,Na,5, 96.24
陀螺,Na,5, 96.24
門環,Na,5, 96.24
門第,Na,5, 96.24
門庭,Na,5, 96.24
門生,Na,5, 96.24
門牙,Na,5, 96.24
長篇大論,Na,5, 96.24
長流,Na,5, 96.24
長青組,Na,5, 96.24
長空,Na,5, 96.24
長耳族,Na,5, 96.24
長矛,Na,5, 96.24
長兄,Na,5, 96.24
金屬線,Na,5, 96.24
金塊,Na,5, 96.24
金旋獎,Na,5, 96.24
金身,Na,5, 96.24
金光黨,Na,5, 96.24
芸芸眾生,Na,5, 96.24
芬蘭人,Na,5, 96.24
花樣年華,Na,5, 96.24
花道,Na,5, 96.24
花蒂,Na,5, 96.24
花茶,Na,5, 96.24
花苞,Na,5, 96.24
花旦,Na,5, 96.24
芹菜,Na,5, 96.24
芝麻小事,Na,5, 96.24
肺纖維症,Na,5, 96.24
肺臟,Na,5, 96.24
肺泡,Na,5, 96.24
空瓶,Na,5, 96.24
空域,Na,5, 96.24
空位,Na,5, 96.24
秉賦,Na,5, 96.24
社會科長,Na,5, 96.24
知識庫,Na,5, 96.24
知縣,Na,5, 96.24
直腸癌,Na,5, 96.24
盲腸,Na,5, 96.25
的,Na,5, 96.25
物象,Na,5, 96.25
物事,Na,5, 96.25
牧童,Na,5, 96.25
炒鍋,Na,5, 96.25
泡,Nf,5, 96.25
油桶,Na,5, 96.25
油性,Na,5, 96.25
波色子,Na,5, 96.25
沼地,Na,5, 96.25
泳,Na,5, 96.25
歧路,Na,5, 96.25
武警,Na,5, 96.25
松雀鷹,Na,5, 96.25
松針,Na,5, 96.25
松木,Na,5, 96.25
板胡,Na,5, 96.25
板門,Na,5, 96.25
板岩,Na,5, 96.25
板子,Na,5, 96.25
林鵰,Na,5, 96.25
果汁機,Na,5, 96.25
明星級,Na,5, 96.26
昆蟲類,Na,5, 96.26
拖網,Na,5, 96.26
拖車,Na,5, 96.26
抽象畫,Na,5, 96.26
抽象性,Na,5, 96.26
抽水馬桶,Na,5, 96.26
招工,Na,5, 96.26
拉茶,Na,5, 96.26
承銷商,Na,5, 96.26
承商,Na,5, 96.26
所為,Na,5, 96.26
所好,Na,5, 96.26
房地產業,Na,5, 96.26
性靈,Na,5, 96.26
性變態,Na,5, 96.26
性器,Na,5, 96.26
性氾濫,Na,5, 96.26
怪石,Na,5, 96.26
忠恕,Na,5, 96.26
往例,Na,5, 96.26
弦歌,Na,5, 96.26
底薪,Na,5, 96.26
底盤,Na,5, 96.26
底牌,Na,5, 96.26
底細,Na,5, 96.26
幸運兒,Na,5, 96.26
岩壁,Na,5, 96.26
官職,Na,5, 96.27
定置網,Na,5, 96.27
定量詞,Na,5, 96.27
定音鼓,Na,5, 96.27
宗廟,Na,5, 96.27
宗教家,Na,5, 96.27
孤舟,Na,5, 96.27
奇趣,Na,5, 96.27
奇談,Na,5, 96.27
奇數,Na,5, 96.27
奇裝異服,Na,5, 96.27
奇俠,Na,5, 96.27
奇岩,Na,5, 96.27
夜視,Na,5, 96.27
夜校生,Na,5, 96.27
坡道,Na,5, 96.27
和約,Na,5, 96.27
和,Na,5, 96.27
呼救聲,Na,5, 96.27
呼吸管,Na,5, 96.27
受徵戶,Na,5, 96.27
受精卵,Na,5, 96.27
叔伯,Na,5, 96.27
卷軸,Na,5, 96.27
協議書,Na,5, 96.27
典藏品,Na,5, 96.27
兩下子,Na,5, 96.28
兒童期,Na,5, 96.28
侏儒,Na,5, 96.28
來處,Na,5, 96.28
來者,Na,5, 96.28
例行性,Na,5, 96.28
使用戶,Na,5, 96.28
侍女,Na,5, 96.28
乳汁,Na,5, 96.28
乖乖牌,Na,5, 96.28
防禦率,Na,5, 96.28
防衛型,Na,5, 96.28
防衛性,Na,5, 96.28
防波堤,Na,5, 96.28
防身術,Na,5, 96.28
防火性,Na,5, 96.28
酉,Na,5, 96.28
巡撫,Na,5, 96.28
赤誠,Na,5, 96.28
赤腳,Na,5, 96.28
角質,Na,5, 96.28
見聞錄,Na,5, 96.28
見面禮,Na,5, 96.28
見,Na,5, 96.28
芍藥,Na,5, 96.28
良辰美景,Na,5, 96.28
良心話,Na,5, 96.28
肝火,Na,5, 96.28
系譜,Na,5, 96.28
系統級,Na,5, 96.28
系服,Na,5, 96.28
系友,Na,5, 96.28
系,Na,5, 96.28
男權,Na,5, 96.28
男籃賽,Na,5, 96.28
男女組,Na,5, 96.28
狂潮,Na,5, 96.28
決斷,Na,5, 96.28
決選,Na,5, 96.28
沉澱物,Na,5, 96.28
沙堆,Na,5, 96.29
沙茶,Na,5, 96.29
沙皇,Na,5, 96.29
沙門,Na,5, 96.29
沙土,Na,5, 96.29
村里長,Na,5, 96.29
攻擊性,Na,5, 96.29
折扣卡,Na,5, 96.29
批次,Na,5, 96.29
把柄,Na,5, 96.29
技倆,Na,5, 96.29
技士,Na,5, 96.29
戒壇,Na,5, 96.29
快刀,Na,5, 96.29
忍耐力,Na,5, 96.29
忍者龜,Na,5, 96.29
忘年之交,Na,5, 96.29
形塑,Na,5, 96.29
形色,Na,5, 96.29
床面,Na,5, 96.29
尾音,Na,5, 96.29
尾毛,Na,5, 96.29
尿道,Na,5, 96.29
宋軍,Na,5, 96.30
孝弟,Na,5, 96.30
夾襖,Na,5, 96.30
吧台,Na,5, 96.30
否定詞,Na,5, 96.30
卵石,Na,5, 96.30
匣,Na,5, 96.30
助跑道,Na,5, 96.30
助理員,Na,5, 96.30
判官,Na,5, 96.30
別稱,Na,5, 96.30
冷盤,Na,5, 96.30
冷場,Na,5, 96.30
冷板凳,Na,5, 96.30
低層次,Na,5, 96.30
低價位,Na,5, 96.30
低地,Na,5, 96.30
伯樂,Na,5, 96.30
作品集,Na,5, 96.30
住持,Na,5, 96.31
住客,Na,5, 96.31
西點,Na,5, 96.31
西學,Na,5, 96.31
西班牙話,Na,5, 96.31
西班牙文,Na,5, 96.31
衣缽,Na,5, 96.31
行情表,Na,5, 96.31
行李箱,Na,5, 96.31
行伍,Na,5, 96.31
血戰,Na,5, 96.31
血腥,Na,5, 96.31
血塊,Na,5, 96.31
血液學,Na,5, 96.31
血庫,Na,5, 96.31
血汗錢,Na,5, 96.31
血光,Na,5, 96.31
色紙,Na,5, 96.31
至尊,Na,5, 96.31
自覺性,Na,5, 96.31
自選曲,Na,5, 96.31
自殺率,Na,5, 96.31
自制力,Na,5, 96.31
自序,Na,5, 96.31
自宅,Na,5, 96.31
肉慾,Na,5, 96.31
肉湯,Na,5, 96.31
肉味,Na,5, 96.31
老弱婦孺,Na,5, 96.31
老屋,Na,5, 96.31
老板娘,Na,5, 96.31
老奶奶,Na,5, 96.31
羽冠,Na,5, 96.31
羊腸小徑,Na,5, 96.31
羊骨,Na,5, 96.31
竹簍,Na,5, 96.31
竹枝,Na,5, 96.31
竹木,Na,5, 96.32
灰熊,Na,5, 96.32
汗液,Na,5, 96.32
死敵,Na,5, 96.32
死路一條,Na,5, 96.32
死訊,Na,5, 96.32
死水,Na,5, 96.32
次第,Na,5, 96.32
朱泥,Na,5, 96.32
朱,Na,5, 96.32
有線電視法,Na,5, 96.32
有效期,Na,5, 96.32
曲率,Na,5, 96.32
旨意,Na,5, 96.32
早操,Na,5, 96.32
早課,Na,5, 96.32
早盤,Na,5, 96.32
早報,Na,5, 96.32
收錄機,Na,5, 96.32
收費員,Na,5, 96.32
收方,Na,5, 96.32
年鑒,Na,5, 96.32
年鑑,Na,5, 96.32
年輪,Na,5, 96.32
州官,Na,5, 96.32
尖石岩,Na,5, 96.32
宅第,Na,5, 96.32
宇航員,Na,5, 96.33
宇宙語,Na,5, 96.33
存根聯,Na,5, 96.33
存放款,Na,5, 96.33
存在主義,Na,5, 96.33
好報,Na,5, 96.33
好小子,Na,5, 96.33
妃嬪,Na,5, 96.33
多寶格,Na,5, 96.33
多桑,Na,5, 96.33
在地人,Na,5, 96.33
地墊,Na,5, 96.33
地租,Na,5, 96.33
地方稅,Na,5, 96.33
地方官,Na,5, 96.33
地心引力,Na,5, 96.33
回收點,Na,5, 96.33
合眾國,Na,5, 96.33
合唱曲,Na,5, 96.33
合訂本,Na,5, 96.33
合約書,Na,5, 96.33
合奏曲,Na,5, 96.33
合法度,Na,5, 96.33
名模,Na,5, 96.33
名花,Na,5, 96.33
名分,Na,5, 96.33
名山,Na,5, 96.33
向,Na,5, 96.33
同鄉會,Na,5, 96.33
同窗,Na,5, 96.33
同,Na,5, 96.33
吉他手,Na,5, 96.33
冰點,Na,5, 96.33
共軍,Na,5, 96.33
共同性,Na,5, 96.33
全會,Na,5, 96.33
全家福,Na,5, 96.33
全日班,Na,5, 96.33
先哲,Na,5, 96.33
先修,Na,5, 96.33
兇器,Na,5, 96.33
兇相,Na,5, 96.34
光纜,Na,5, 96.34
光點,Na,5, 96.34
光能,Na,5, 96.34
休閒服,Na,5, 96.34
交通網,Na,5, 96.34
交貨期,Na,5, 96.34
立體聲,Na,5, 96.34
立交橋,Na,5, 96.34
石磚,Na,5, 96.34
石凳,Na,5, 96.34
石窟,Na,5, 96.34
石筍,Na,5, 96.34
石珊瑚,Na,5, 96.34
石油氣,Na,5, 96.34
石板路,Na,5, 96.34
目的性,Na,5, 96.34
皮膜,Na,5, 96.34
白芨,Na,5, 96.34
白癡,Na,5, 96.34
白薯,Na,5, 96.34
白領階級,Na,5, 96.34
白話詩,Na,5, 96.34
白眼,Na,5, 96.34
白紗,Na,5, 96.34
白千層,Na,5, 96.34
甲級,Na,5, 96.34
用場,Na,5, 96.34
生魚片,Na,5, 96.34
生產性,Na,5, 96.34
生息,Na,5, 96.34
生活版,Na,5, 96.34
生長期,Na,5, 96.34
生物組,Na,5, 96.34
生物性,Na,5, 96.34
生命期,Na,5, 96.34
生育率,Na,5, 96.34
生人,Na,5, 96.34
甘露,Na,5, 96.34
瓜棚,Na,5, 96.34
玉米棒,Na,5, 96.34
玉米花,Na,5, 96.35
玉女,Na,5, 96.35
民藝,Na,5, 96.35
民航局長,Na,5, 96.35
民政局長,Na,5, 96.35
正常值,Na,5, 96.35
本兒,Nf,5, 96.35
本份,Na,5, 96.35
幼魚,Na,5, 96.35
布馬戲,Na,5, 96.35
布馬陣,Na,5, 96.35
市場派,Na,5, 96.35
左翼,Na,5, 96.35
左腦,Na,5, 96.35
巧婦,Na,5, 96.35
巨資,Na,5, 96.35
奶媽,Na,5, 96.35
外壁,Na,5, 96.35
外援,Na,5, 96.35
外侮,Na,5, 96.35
外角球,Na,5, 96.35
句首,Na,5, 96.35
句主語,Na,5, 96.35
台灣客,Na,5, 96.35
台笙,Na,5, 96.35
台生,Na,5, 96.36
史官,Na,5, 96.36
司令官,Na,5, 96.36
右翼,Na,5, 96.36
古錢,Na,5, 96.36
古畫,Na,5, 96.36
古玉,Na,5, 96.36
可讀性,Na,5, 96.36
可可,Na,5, 96.36
去留,Na,5, 96.36
去氧核酸,Na,5, 96.36
卡通錶,Na,5, 96.36
卡紙,Na,5, 96.36
半徑,Na,5, 96.36
北緯,Na,5, 96.36
包容力,Na,5, 96.36
功勳,Na,5, 96.36
功能詞,Na,5, 96.36
功能表,Na,5, 96.36
加盟國,Na,5, 96.36
加花,Na,5, 96.36
出現率,Na,5, 96.36
兄妺,Na,5, 96.36
仙子,Na,5, 96.36
代金,Na,5, 96.36
他教,Na,5, 96.36
仕途,Na,5, 96.36
主觀性,Na,5, 96.36
主辯,Na,5, 96.36
主辦人,Na,5, 96.37
主播,Na,5, 96.37
主嫌,Na,5, 96.37
主筆,Na,5, 96.37
主教,Na,5, 96.37
主控,Na,5, 96.37
主動性,Na,5, 96.37
主席團,Na,5, 96.37
主峰,Na,5, 96.37
主句,Na,5, 96.37
主日學,Na,5, 96.37
主夫,Na,5, 96.37
主力群,Na,5, 96.37
世界賽,Na,5, 96.37
世仇,Na,5, 96.37
丙組,Na,5, 96.37
牛腱,Na,5, 96.37
牛筋,Na,5, 96.37
牛隻,Na,5, 96.37
牙床,Na,5, 96.37
父執輩,Na,5, 96.37
父母官,Na,5, 96.37
父兄,Na,5, 96.37
火柴盒,Na,5, 96.37
火山島,Na,5, 96.37
水懺,Na,5, 96.37
水銀柱,Na,5, 96.37
水銀,Na,5, 96.37
水門,Na,5, 96.37
水車,Na,5, 96.37
水系,Na,5, 96.37
毛線,Na,5, 96.37
毛巾架,Na,5, 96.37
比薩,Na,5, 96.37
比值,Na,5, 96.37
比方,Na,5, 96.37
木器,Na,5, 96.37
木鞋,Na,5, 96.37
木質,Na,5, 96.37
木琴,Na,5, 96.37
木棍,Na,5, 96.37
木屐,Na,5, 96.37
木杖,Na,5, 96.37
木片,Na,5, 96.37
日寇,Na,5, 96.37
日光燈,Na,5, 96.37
日本語,Na,5, 96.37
方略,Na,5, 96.37
方志,Na,5, 96.37
文鳥科,Na,5, 96.37
文庫,Na,5, 96.38
文武百官,Na,5, 96.38
文明史,Na,5, 96.38
文旦,Na,5, 96.38
支撐性,Na,5, 96.38
手提袋,Na,5, 96.38
手印,Na,5, 96.38
戶名,Na,5, 96.38
心輔,Na,5, 96.38
心跳聲,Na,5, 96.38
心律,Na,5, 96.38
少東,Na,5, 96.38
少年人,Na,5, 96.38
少奶奶,Na,5, 96.38
孔道,Na,5, 96.38
孔徑,Na,5, 96.38
太極圖,Na,5, 96.38
太座,Na,5, 96.38
太保,Na,5, 96.38
太白粉,Na,5, 96.38
天藍色,Na,5, 96.38
天良,Na,5, 96.38
天兵,Na,5, 96.38
天后,Na,5, 96.38
天平,Na,5, 96.38
反應器,Na,5, 96.38
反動,Na,5, 96.38
反射率,Na,5, 96.38
反列法,Na,5, 96.38
化肥,Na,5, 96.38
化妝水,Na,5, 96.38
分類號,Na,5, 96.38
分界點,Na,5, 96.38
分泌液,Na,5, 96.38
分枝,Na,5, 96.38
冗員,Na,5, 96.39
公器,Na,5, 96.39
公園史,Na,5, 96.39
公勞農保,Na,5, 96.39
公秉,Nf,5, 96.39
公車族,Na,5, 96.39
公共性,Na,5, 96.39
公交法,Na,5, 96.39
公布欄,Na,5, 96.39
六輕案,Na,5, 96.39
六腑,Na,5, 96.39
六倍速,Na,5, 96.39
內壁,Na,5, 96.39
內碼表,Na,5, 96.39
內容物,Na,5, 96.39
內胎,Na,5, 96.39
內行人,Na,5, 96.39
內在性,Na,5, 96.39
內分泌,Na,5, 96.39
五棒,Na,5, 96.39
井底之蛙,Na,5, 96.39
丹麥人,Na,5, 96.39
丰采,Na,5, 96.39
中盤商,Na,5, 96.39
中樂團,Na,5, 96.39
中華藍,Na,5, 96.39
中國籍,Na,5, 96.39
中東籍,Na,5, 96.39
中西醫,Na,5, 96.39
中西文,Na,5, 96.39
中多,Na,5, 96.39
中文碼,Na,5, 96.39
中上層,Na,5, 96.39
才幹,Na,5, 96.40
才女,Na,5, 96.40
干擾素,Na,5, 96.40
工筆,Na,5, 96.40
工程車,Na,5, 96.40
工務局長,Na,5, 96.40
工具箱,Na,5, 96.40
山鷓鴣,Na,5, 96.40
山難,Na,5, 96.40
山牆,Na,5, 96.40
山徑,Na,5, 96.40
山紅頭,Na,5, 96.40
山服,Na,5, 96.40
山地舞,Na,5, 96.40
